epoch,seconds,train_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_brier,val_roc_auc,val_average_precision
44,10.596003112000062,0.00835812264454684,0.994621014884315,0.9945465795238302,0.9971060848374077,0.9918188016059389,0.9944554154640741,0.9892456789353482,0.004173740596229724,0.9997828408098012,0.9997926604904848
45,10.447963456999787,0.008705228518894208,0.9970648916834504,0.9970435885789897,0.997698882314267,0.9962629093755524,0.9969803787792644,0.9941261601498385,0.0024449475622185775,0.9998979030053194,0.9998997967662382
46,10.610431841000036,0.007584363002596157,0.9964508522866827,0.9964237257409798,0.9972678977991399,0.9954296391687498,0.9963479205893875,0.9928976657331358,0.0028341634589492347,0.9998763233158433,0.9998783115680074
47,10.604529254999989,0.006725030132968511,0.9969298030161615,0.9968953199416342,0.9980509783076417,0.9956316440673686,0.9968398432562255,0.9938574018769222,0.0025830584457946027,0.9998794433436857,0.9998832330014747
48,10.431855888999962,0.00647922455765573,0.9968315567126786,0.9968057199624987,0.9976222396478891,0.9958588995783147,0.996739789729074,0.9936595644832861,0.002559260451728646,0.9998882950945033,0.9998912846397918
49,10.59153291299981,0.006443957939544427,0.997015768531709,0.9969810141506212,0.9981521794157849,0.9957073959043506,0.9969282888166959,0.9940295265463933,0.0024480988023999925,0.9998771039265245,0.9998848310960996
50,10.631093827000086,0.006382894163419093,0.9969052414402908,0.9968720815299257,0.9979752473994584,0.995656894679696,0.9968147230578659,0.9938080296320069,0.0024894923840572763,0.9998640602420142,0.9998730790204016
51,10.407207211000014,0.006330640599065061,0.9969052414402908,0.9968808010659411,0.9976477729721527,0.9959851526399515,0.9968157695223654,0.993806904179556,0.0025042614045421496,0.9999032531769022,0.9999047772159471
52,10.583570958999871,0.006376540198523019,0.997052610895515,0.9970229144703502,0.9980010627261456,0.9959346514152968,0.9969667863100955,0.9941025240839518,0.002400204945163423,0.9998924897449385,0.9998967273773706
53,10.682379717999993,0.006275174680298992,0.997052610895515,0.9970168778684934,0.9982279826848593,0.9957073959043506,0.9969660961241879,0.9941034368342173,0.0023847522644291973,0.999895649014617,0.9998987525515024
54,10.378965879999896,0.00572670958270984,0.996843837500614,0.9968223696699002,0.9974712992464472,0.9960356538646062,0.9967529596078283,0.9936837049815216,0.002618041949208399,0.9998894267686886,0.9998934532143752
